Bin.Id	Source	Genome.size..bp.	GC	Coding.density
jk18x40bins.27	A_I._strobilina	3728583	68.9	93.1
jk18x40bins.30	A_I._strobilina	2315678	56.5	88.39
jk18x40bins.35	A_I._strobilina	5234969	60.5	85.99
jk18x40bins.40	A_I._strobilina	3651323	69.4	90.86
jk18x40bins.47	A_I._strobilina	2615778	51.2	88.12
jk18x40bins.50	A_I._strobilina	4983416	57.8	90.31
jk18x40bins.51	A_I._strobilina	6183665	63.9	87.95
jk18x40bins.8	A_I._strobilina	3203889	68.1	91.05
jk18x40bins.9	A_I._strobilina	4992507	48.3	89.58
jk18x44bins.10	A_I._strobilina	3460863	59.7	90.93
jk18x44bins.5	A_I._strobilina	4088927	65.4	87.7
jk18x44bins.8	A_I._strobilina	5050807	50.7	91.66
GCA_009835325.1_ASM983532v1	K_I._ramosa	3676089	62.4	91.81
GCA_009835395.1_ASM983539v1	K_I._ramosa	3156972	70.1	91.97
GCA_009835805.1_ASM983580v1	K_I._ramosa	4183513	64	92.57
GCA_009835985.1_ASM983598v1	K_I._ramosa	3339507	69.4	91.57
GCA_009836005.1_ASM983600v1	K_I._ramosa	3599158	69.4	93.56
GCA_009836025.1_ASM983602v1	K_I._ramosa	2161298	61.9	85.99
GCA_009836085.1_ASM983608v1	K_I._ramosa	2786366	58.8	91.51
GCA_009836145.1_ASM983614v1	K_I._ramosa	2248817	56.1	87.8
GCA_009836165.1_ASM983616v1	K_I._ramosa	3416945	69.2	89.75
GCA_009836215.1_ASM983621v1	K_I._ramosa	3403306	50.1	89.35
GCA_009836525.1_ASM983652v1	K_I._ramosa	4066446	67.9	88.79
GCA_009836625.1_ASM983662v1	K_I._ramosa	4317546	68.4	94.94
GCA_009836695.1_ASM983669v1	K_I._ramosa	3079541	64.1	91.11
GCA_009837085.1_ASM983708v1	K_I._ramosa	4322360	68.3	93.92
GCA_009837275.1_ASM983727v1	K_I._ramosa	2655481	44.4	89.13
GCA_009837285.1_ASM983728v1	K_I._ramosa	2401769	70.1	90.3
GCA_009837355.1_ASM983735v1	K_I._ramosa	3250911	63	89.99
GCA_009837395.1_ASM983739v1	K_I._ramosa	3796658	62.3	91.4
GCA_009837475.1_ASM983747v1	K_I._ramosa	3494407	68.8	93.83
GCA_009837725.1_ASM983772v1	K_I._ramosa	4658805	65.5	88.58
GCA_009837805.1_ASM983780v1	K_I._ramosa	5028561	60.3	88.49
GCA_009837815.1_ASM983781v1	K_I._ramosa	2343800	64.4	91.09
GCA_009837885.1_ASM983788v1	K_I._ramosa	4556516	68.4	93.73
GCA_009837925.1_ASM983792v1	K_I._ramosa	1633211	51	91.35
GCA_009838075.1_ASM983807v1	K_I._ramosa	4798335	63.2	86.69
GCA_009838175.1_ASM983817v1	K_I._ramosa	2635461	56.3	90.14
GCA_009838195.1_ASM983819v1	K_I._ramosa	3004149	50.6	90.67
GCA_009838215.1_ASM983821v1	K_I._ramosa	4717013	67	88.32
GCA_009838445.1_ASM983844v1	K_I._ramosa	3306247	61	87.54
GCA_009838465.1_ASM983846v1	K_I._ramosa	3550737	58.3	86.59
GCA_009838515.1_ASM983851v1	K_I._ramosa	5841024	63.6	88.94
GCA_009838525.1_ASM983852v1	K_I._ramosa	4292814	67.4	93.38
GCA_009838625.1_ASM983862v1	K_I._ramosa	5353615	59.4	86.73
GCA_009838635.1_ASM983863v1	K_I._ramosa	2889529	66.9	90.21
GCA_009838785.1_ASM983878v1	K_I._ramosa	4326598	68.3	94.63
GCA_009838805.1_ASM983880v1	K_I._ramosa	5584956	47.6	88.29
GCA_009838875.1_ASM983887v1	K_I._ramosa	3603314	64.7	94.07
GCA_009838965.1_ASM983896v1	K_I._ramosa	3013978	65.9	89.7
GCA_009838975.1_ASM983897v1	K_I._ramosa	4507204	67.3	92.56
GCA_009839295.1_ASM983929v1	K_I._ramosa	4227761	62.1	86.81
GCA_009839325.1_ASM983932v1	K_I._ramosa	2732159	65.4	86.3
GCA_009839465.1_ASM983946v1	K_I._ramosa	5252025	68.7	92.04
GCA_009839505.1_ASM983950v1	K_I._ramosa	4699526	65.2	90.52
GCA_009839615.1_ASM983961v1	K_I._ramosa	3572023	61.1	87.24
GCA_009839635.1_ASM983963v1	K_I._ramosa	1686791	56.5	90.66
GCA_009839725.1_ASM983972v1	K_I._ramosa	2834774	68.9	91.91
GCA_009839745.1_ASM983974v1	K_I._ramosa	5039918	48.2	87.78
GCA_009839925.1_ASM983992v1	K_I._ramosa	2857508	71.1	91.09
GCA_009839975.1_ASM983997v1	K_I._ramosa	4779924	42	89.89
GCA_009840005.1_ASM984000v1	K_I._ramosa	6540678	58.6	92.36
GCA_009840025.1_ASM984002v1	K_I._ramosa	3365586	60.6	86.87
GCA_009840105.1_ASM984010v1	K_I._ramosa	3454628	64.7	93.93
GCA_009840135.1_ASM984013v1	K_I._ramosa	3454762	59.2	82.9
GCA_009840165.1_ASM984016v1	K_I._ramosa	3757816	61.3	88.62
GCA_009840175.1_ASM984017v1	K_I._ramosa	4312190	61.8	85.72
GCA_009840215.1_ASM984021v1	K_I._ramosa	4085139	67.4	90.66
GCA_009840225.1_ASM984022v1	K_I._ramosa	5602616	59.9	85.16
GCA_009840285.1_ASM984028v1	K_I._ramosa	2201017	57.1	88.72
GCA_009840315.1_ASM984031v1	K_I._ramosa	2916832	64.2	90.5
GCA_009840355.1_ASM984035v1	K_I._ramosa	3278736	58	85.46
GCA_009840385.1_ASM984038v1	K_I._ramosa	1655437	50.5	90.89
GCA_009840445.1_ASM984044v1	K_I._ramosa	2164299	62.1	90.62
GCA_009840525.1_ASM984052v1	K_I._ramosa	3992735	68.1	92.12
GCA_009840555.1_ASM984055v1	K_I._ramosa	2267222	64.6	89.96
GCA_009840575.1_ASM984057v1	K_I._ramosa	3457751	59.9	91.83
GCA_009840635.1_ASM984063v1	K_I._ramosa	3584940	69.2	90.97
GCA_009840735.1_ASM984073v1	K_I._ramosa	2719572	70.2	90.93
GCA_009840825.1_ASM984082v1	K_I._ramosa	1800050	50.4	90.88
GCA_009840945.1_ASM984094v1	K_I._ramosa	2530627	71	89.89
GCA_009840965.1_ASM984096v1	K_I._ramosa	2690422	71.6	91.52
GCA_009841005.1_ASM984100v1	K_I._ramosa	3163883	69	93.63
GCA_009841015.1_ASM984101v1	K_I._ramosa	3760526	69.1	92.82
GCA_009841045.1_ASM984104v1	K_I._ramosa	1952380	60.5	91.03
GCA_009841055.1_ASM984105v1	K_I._ramosa	4321718	62.3	88.03
GCA_009841075.1_ASM984107v1	K_I._ramosa	2304581	60.8	91.64
GCA_009841105.1_ASM984110v1	K_I._ramosa	3050210	66.1	89.92
GCA_009841145.1_ASM984114v1	K_I._ramosa	4342617	62	86.71
GCA_009841165.1_ASM984116v1	K_I._ramosa	4271398	67.3	92.99
GCA_009841225.1_ASM984122v1	K_I._ramosa	5743471	63.6	89.4
GCA_009841235.1_ASM984123v1	K_I._ramosa	5198435	60.4	88.22
GCA_009841255.1_ASM984125v1	K_I._ramosa	5730401	48.3	87.99
GCA_009841265.1_ASM984126v1	K_I._ramosa	3742153	62.3	91.71
GCA_009841325.1_ASM984132v1	K_I._ramosa	3405915	61.1	93.36
GCA_009841335.1_ASM984133v1	K_I._ramosa	3489814	51.5	89.05
GCA_009841405.1_ASM984140v1	K_I._ramosa	4237473	61.2	90.04
GCA_009841435.1_ASM984143v1	K_I._ramosa	2708205	68.6	92.4
GCA_009841475.1_ASM984147v1	K_I._ramosa	4178274	67.8	91.41
GCA_009841545.1_ASM984154v1	K_I._ramosa	2975573	64.1	91.65
GCA_009841605.1_ASM984160v1	K_I._ramosa	3226973	60.7	86.9
GCA_009841665.1_ASM984166v1	K_I._ramosa	5748128	51	92.58
GCA_009841725.1_ASM984172v1	K_I._ramosa	2611800	59.6	89.5
GCA_009842195.1_ASM984219v1	K_I._ramosa	3212718	51.4	88.93
GCA_009842315.1_ASM984231v1	K_I._ramosa	3864360	69	92.56
GCA_009842405.1_ASM984240v1	K_I._ramosa	2751461	65.4	91.97
GCA_009842505.1_ASM984250v1	K_I._ramosa	3731799	62.4	87.58
GCA_009842675.1_ASM984267v1	K_I._ramosa	3385502	64.7	94.13
GCA_009843015.1_ASM984301v1	K_I._ramosa	3397634	68.3	93
GCA_009843505.1_ASM984350v1	K_I._ramosa	4522615	68.3	94.3
GCA_009843525.1_ASM984352v1	K_I._ramosa	3338356	67.3	92.83
GCA_009843665.1_ASM984366v1	K_I._ramosa	4564648	59.6	86.27
GCA_009843735.1_ASM984373v1	K_I._ramosa	3428838	69.6	93.72
GCA_009843785.1_ASM984378v1	K_I._ramosa	6170731	47.6	88.37
GCA_009843865.1_ASM984386v1	K_I._ramosa	1785529	53.7	92.53
GCA_009843885.1_ASM984388v1	K_I._ramosa	5874546	69.5	90.37
GCA_009843915.1_ASM984391v1	K_I._ramosa	3240544	69	93.57
GCA_009844085.1_ASM984408v1	K_I._ramosa	3434248	60.7	93.42
GCA_009844535.1_ASM984453v1	K_I._ramosa	4864705	59.4	93.74
GCA_009844885.1_ASM984488v1	K_I._ramosa	4895221	66.9	91.33
GCA_009845505.1_ASM984550v1	K_I._ramosa	4776395	48.2	90.35
GCA_009845765.1_ASM984576v1	K_I._ramosa	3790922	62.3	91.12
GCA_009845855.1_ASM984585v1	K_I._ramosa	3657233	68.8	92.73
GCA_009845885.1_ASM984588v1	K_I._ramosa	2805406	64.2	92.16
GCA_009846005.1_ASM984600v1	K_I._ramosa	4959962	64.9	91.57
GCA_011087605.1_ASM1108760v1	M_M._hentscheli	4192478	52.7	90.63
GCA_011087615.1_ASM1108761v1	M_M._hentscheli	5832671	58.2	86.01
GCA_011087645.1_ASM1108764v1	M_M._hentscheli	3888323	60.4	90.16
GCA_011087765.1_ASM1108776v1	M_M._hentscheli	4759856	48.2	85.26
GCA_011087845.1_ASM1108784v1	M_M._hentscheli	3105764	34.2	86.79
GCA_011087905.1_ASM1108790v1	M_M._hentscheli	2021302	55.7	90.57
GCA_011087945.1_ASM1108794v1	M_M._hentscheli	3573728	61.5	89.83
GCA_011088095.1_ASM1108809v1	M_M._hentscheli	2602275	39.5	89.64
GCA_011088105.1_ASM1108810v1	M_M._hentscheli	2595516	48.2	87.2
GCA_011088215.1_ASM1108821v1	M_M._hentscheli	4008112	51.2	90.2
GCA_011088225.1_ASM1108822v1	M_M._hentscheli	4820728	64.2	93.35
GCA_011088265.1_ASM1108826v1	M_M._hentscheli	4173061	46.2	85.43
GCA_011088285.1_ASM1108828v1	M_M._hentscheli	2711186	43.7	86.85
GCA_900143525.1	L_S._spongia	4922849	56.5	89.5
GCA_900143535.1	L_S._spongia	4506054	57.4	89.58
GCA_900143545.1	L_S._spongia	3914133	56.8	91.44
GCA_900143555.1	L_S._spongia	7393951	56.3	88.44
GCA_900143565.1	L_S._spongia	5963068	51.3	86.6
GCA_900143615.1	L_S._spongia	4538961	55	90.09
GCA_900143635.1	L_S._spongia	4809428	59.6	89.29
GCA_900149685.1	L_S._spongia	3137103	56.2	91.92
GCA_900149695.1	L_S._spongia	4613965	57.9	90.11
GCA_900149705.1	L_S._spongia	3622901	52.8	91.65
GCA_002689195.1_ASM268919v1	Tara_Oceans_Mediterranean	1478689	56.4	93.7
GCA_002689225.1_ASM268922v1	Tara_Oceans_Mediterranean	5163516	61.4	88
GCA_002689305.1_ASM268930v1	Tara_Oceans_Mediterranean	1636955	57.4	92.85
GCA_002689325.1_ASM268932v1	Tara_Oceans_Mediterranean	1307145	29.5	96.07
GCA_002689385.1_ASM268938v1	Tara_Oceans_Mediterranean	1937263	45.1	93.6
GCA_002689395.1_ASM268939v1	Tara_Oceans_Mediterranean	3141579	58.4	92.42
GCA_002689445.1_ASM268944v1	Tara_Oceans_Mediterranean	3208306	51.5	89.15
GCA_002689605.1_ASM268960v1	Tara_Oceans_Mediterranean	4964254	53.6	86.28
GCA_002689655.1_ASM268965v1	Tara_Oceans_Mediterranean	7093371	51.9	85.93
GCA_002689825.1_ASM268982v1	Tara_Oceans_Mediterranean	3706849	55.2	91.39
GCA_002689845.1_ASM268984v1	Tara_Oceans_Mediterranean	1380815	29.9	96.33
GCA_002689925.1_ASM268992v1	Tara_Oceans_Mediterranean	1605601	29.2	96
GCA_002689965.1_ASM268996v1	Tara_Oceans_Mediterranean	3841614	41	88.87
GCA_002689995.1_ASM268999v1	Tara_Oceans_Mediterranean	2909735	29.5	94.06
GCA_002690485.1_ASM269048v1	Tara_Oceans_Mediterranean	2544670	42.5	92.41
GCA_002690565.1_ASM269056v1	Tara_Oceans_Mediterranean	1312757	38.4	94.24
GCA_002690655.1_ASM269065v1	Tara_Oceans_Mediterranean	4083318	47.8	90.21
GCA_002690685.1_ASM269068v1	Tara_Oceans_Mediterranean	2975145	55.1	91.81
GCA_002690705.1_ASM269070v1	Tara_Oceans_Mediterranean	3026532	46	85.98
GCA_002690755.1_ASM269075v1	Tara_Oceans_Mediterranean	3470013	66.1	90.54
GCA_002690805.1_ASM269080v1	Tara_Oceans_Mediterranean	1381658	29.5	95.38
GCA_002690865.1_ASM269086v1	Tara_Oceans_Mediterranean	2419185	43.4	91.26
GCA_002690915.1_ASM269091v1	Tara_Oceans_Mediterranean	2388848	52.1	95.38
GCA_002690925.1_ASM269092v1	Tara_Oceans_Mediterranean	7781614	51.8	86.88
GCA_002690995.1_ASM269099v1	Tara_Oceans_Mediterranean	3481274	41.6	91.28
GCA_002691125.1_ASM269112v1	Tara_Oceans_Mediterranean	4366915	44.1	87.61
GCA_002691145.1_ASM269114v1	Tara_Oceans_Mediterranean	2028597	31.1	95.19
GCA_002691205.1_ASM269120v1	Tara_Oceans_Mediterranean	4558888	54.2	89.74
GCA_002691215.1_ASM269121v1	Tara_Oceans_Mediterranean	3491745	54.7	91.21
GCA_002691245.1_ASM269124v1	Tara_Oceans_Mediterranean	1685264	30.3	95.61
GCA_002691265.1_ASM269126v1	Tara_Oceans_Mediterranean	1361524	30.6	95.56
GCA_002691285.1_ASM269128v1	Tara_Oceans_Mediterranean	2229105	32.8	94.4
GCA_002691425.1_ASM269142v1	Tara_Oceans_Mediterranean	3500593	60.4	90.82
GCA_002691465.1_ASM269146v1	Tara_Oceans_Mediterranean	1402833	38.6	96.14
GCA_002691545.1_ASM269154v1	Tara_Oceans_Mediterranean	2163676	40.6	92.57
GCA_002691605.1_ASM269160v1	Tara_Oceans_Mediterranean	2236066	30.1	95.29
GCA_002691625.1_ASM269162v1	Tara_Oceans_Mediterranean	3904616	48.9	89.79
GCA_002691645.1_ASM269164v1	Tara_Oceans_Mediterranean	2479522	38.1	93.45
GCA_002691705.1_ASM269170v1	Tara_Oceans_Mediterranean	1879045	31.8	95.69
GCA_002691715.1_ASM269171v1	Tara_Oceans_Mediterranean	4811953	40.2	86.17
GCA_002691725.1_ASM269172v1	Tara_Oceans_Mediterranean	2124773	47.6	92.69
GCA_002691735.1_ASM269173v1	Tara_Oceans_Mediterranean	3619760	57.2	90.68
GCA_002691795.1_ASM269179v1	Tara_Oceans_Mediterranean	2035001	28.8	95.11
GCA_002692055.1_ASM269205v1	Tara_Oceans_Mediterranean	870948	28.7	96.1
GCA_002692065.1_ASM269206v1	Tara_Oceans_Mediterranean	1650114	26.9	95.98
GCA_002692285.1_ASM269228v1	Tara_Oceans_Mediterranean	1861042	56.4	93.86
GCA_002699795.1_ASM269979v1	Tara_Oceans_Mediterranean	1877216	29.7	95.09
GCA_002700505.1_ASM270050v1	Tara_Oceans_Mediterranean	1564032	35.3	95.31
GCA_002700515.1_ASM270051v1	Tara_Oceans_Mediterranean	1488172	31.6	95.4
GCA_002700545.1_ASM270054v1	Tara_Oceans_Mediterranean	1463536	33.3	94.44
GCA_002700945.1_ASM270094v1	Tara_Oceans_Mediterranean	3796047	55.1	89.64
GCA_002704225.1_ASM270422v1	Tara_Oceans_Mediterranean	2909769	55.1	91.97
GCA_002704305.1_ASM270430v1	Tara_Oceans_Mediterranean	2606596	53.2	91.98
GCA_002704365.1_ASM270436v1	Tara_Oceans_Mediterranean	1647829	47.7	94.17
GCA_002704405.1_ASM270440v1	Tara_Oceans_Mediterranean	2604406	37.8	90.92
GCA_002704505.1_ASM270450v1	Tara_Oceans_Mediterranean	2165014	50.9	93.05
GCA_002704685.1_ASM270468v1	Tara_Oceans_Mediterranean	1674183	27.6	96.57
GCA_002704755.1_ASM270475v1	Tara_Oceans_Mediterranean	1607798	33.8	94.91
GCA_002705325.1_ASM270532v1	Tara_Oceans_Mediterranean	1967603	49.8	93.72
GCA_002705365.1_ASM270536v1	Tara_Oceans_Mediterranean	2656395	33.7	94.84
GCA_002705545.1_ASM270554v1	Tara_Oceans_Mediterranean	1433382	42.3	92.57
GCA_002705565.1_ASM270556v1	Tara_Oceans_Mediterranean	2996585	58.4	91.08
GCA_002705575.1_ASM270557v1	Tara_Oceans_Mediterranean	1950198	29.6	96.38
GCA_002705795.1_ASM270579v1	Tara_Oceans_Mediterranean	1788748	50.6	94.06
GCA_002711215.1_ASM271121v1	Tara_Oceans_Mediterranean	2205922	35.5	90.9
GCA_002711325.1_ASM271132v1	Tara_Oceans_Mediterranean	3392130	53.1	88.77
GCA_002696985.1_ASM269698v1	Tara_Oceans_North_Atlantic	3898638	35.1	90.11
GCA_002697205.1_ASM269720v1	Tara_Oceans_North_Atlantic	3981412	49.5	88.79
GCA_002697225.1_ASM269722v1	Tara_Oceans_North_Atlantic	4167435	41.9	88.6
GCA_002697245.1_ASM269724v1	Tara_Oceans_North_Atlantic	4114335	63.7	90.27
GCA_002697285.1_ASM269728v1	Tara_Oceans_North_Atlantic	4242771	40.4	86.98
GCA_002697375.1_ASM269737v1	Tara_Oceans_North_Atlantic	4245982	61.2	90.25
GCA_002697445.1_ASM269744v1	Tara_Oceans_North_Atlantic	4968344	71.3	90.94
GCA_002697625.1_ASM269762v1	Tara_Oceans_North_Atlantic	1664267	30.8	95.67
GCA_002697735.1_ASM269773v1	Tara_Oceans_North_Atlantic	4946673	63.9	87.41
GCA_002697745.1_ASM269774v1	Tara_Oceans_North_Atlantic	4326382	60.3	90.53
GCA_002697785.1_ASM269778v1	Tara_Oceans_North_Atlantic	5201795	70.9	85.42
GCA_002697805.1_ASM269780v1	Tara_Oceans_North_Atlantic	3972912	55.2	91.25
GCA_002697965.1_ASM269796v1	Tara_Oceans_North_Atlantic	1962157	42.6	95.31
GCA_002698075.1_ASM269807v1	Tara_Oceans_North_Atlantic	2115656	29.9	95.02
GCA_002698125.1_ASM269812v1	Tara_Oceans_North_Atlantic	2633695	50.9	93.96
GCA_002698235.1_ASM269823v1	Tara_Oceans_North_Atlantic	1937208	36	95.81
GCA_002698425.1_ASM269842v1	Tara_Oceans_North_Atlantic	5696658	63.3	90.14
GCA_002698505.1_ASM269850v1	Tara_Oceans_North_Atlantic	2213321	58.9	89.79
GCA_002698575.1_ASM269857v1	Tara_Oceans_North_Atlantic	4316983	70.8	91.57
GCA_002698705.1_ASM269870v1	Tara_Oceans_North_Atlantic	1767573	33.1	94.5
GCA_002698765.1_ASM269876v1	Tara_Oceans_North_Atlantic	1988880	32.5	96.28
GCA_002698785.1_ASM269878v1	Tara_Oceans_North_Atlantic	7015219	52.7	92.53
GCA_002698895.1_ASM269889v1	Tara_Oceans_North_Atlantic	4854596	36.4	88.37
GCA_002698925.1_ASM269892v1	Tara_Oceans_North_Atlantic	1886450	44	93.9
GCA_002698965.1_ASM269896v1	Tara_Oceans_North_Atlantic	5424119	46.5	92.69
GCA_002698985.1_ASM269898v1	Tara_Oceans_North_Atlantic	4832204	51.8	87.23
GCA_002698995.1_ASM269899v1	Tara_Oceans_North_Atlantic	4231110	31.9	92.28
GCA_002699025.1_ASM269902v1	Tara_Oceans_North_Atlantic	9253999	73.9	87.24
GCA_002699085.1_ASM269908v1	Tara_Oceans_North_Atlantic	1886490	41.7	93.69
GCA_002699125.1_ASM269912v1	Tara_Oceans_North_Atlantic	8054069	54	90.11
GCA_002699145.1_ASM269914v1	Tara_Oceans_North_Atlantic	5201423	64.7	90.68
GCA_002699165.1_ASM269916v1	Tara_Oceans_North_Atlantic	1381496	30.6	95.02
GCA_002699205.1_ASM269920v1	Tara_Oceans_North_Atlantic	4466321	41.4	91.24
GCA_002699305.1_ASM269930v1	Tara_Oceans_North_Atlantic	5328004	62.4	89.3
GCA_002699365.1_ASM269936v1	Tara_Oceans_North_Atlantic	1822408	42.7	93.54
GCA_002699445.1_ASM269944v1	Tara_Oceans_North_Atlantic	2400453	56.9	92.24
GCA_002699455.1_ASM269945v1	Tara_Oceans_North_Atlantic	2084737	43	94.42
GCA_002699485.1_ASM269948v1	Tara_Oceans_North_Atlantic	1906463	38.8	93.62
GCA_002699585.1_ASM269958v1	Tara_Oceans_North_Atlantic	6701443	53	88.96
GCA_002699695.2_ASM269969v2	Tara_Oceans_North_Atlantic	1995055	37.7	91.76
GCA_002699725.1_ASM269972v1	Tara_Oceans_North_Atlantic	2116609	68.7	93.95
GCA_002700095.1_ASM270009v1	Tara_Oceans_North_Atlantic	5621037	67	86.27
GCA_002700125.1_ASM270012v1	Tara_Oceans_North_Atlantic	1222601	36	95.55
GCA_002700145.1_ASM270014v1	Tara_Oceans_North_Atlantic	5354704	66.5	90.87
GCA_002700265.1_ASM270026v1	Tara_Oceans_North_Atlantic	3856903	62.4	90.01
GCA_002700285.1_ASM270028v1	Tara_Oceans_North_Atlantic	2509760	43.3	94.33
GCA_002700305.1_ASM270030v1	Tara_Oceans_North_Atlantic	3518857	61.6	91.29
GCA_002700325.1_ASM270032v1	Tara_Oceans_North_Atlantic	5859138	67.5	88.25
GCA_002700335.1_ASM270033v1	Tara_Oceans_North_Atlantic	2275521	30.4	95.65
GCA_002700365.1_ASM270036v1	Tara_Oceans_North_Atlantic	2399875	48.7	89.87
GCA_002700385.1_ASM270038v1	Tara_Oceans_North_Atlantic	2516899	43.4	92.2
GCA_002701295.1_ASM270129v1	Tara_Oceans_North_Atlantic	3485647	54.4	91.63
GCA_002701305.1_ASM270130v1	Tara_Oceans_North_Atlantic	2915406	64.8	91.68
GCA_002701315.1_ASM270131v1	Tara_Oceans_North_Atlantic	6175078	54.3	91.48
GCA_002701365.1_ASM270136v1	Tara_Oceans_North_Atlantic	1545239	30.5	96.58
GCA_002701375.1_ASM270137v1	Tara_Oceans_North_Atlantic	3000427	51.2	85.81
GCA_002701385.1_ASM270138v1	Tara_Oceans_North_Atlantic	4890980	48.1	91.75
GCA_002701395.1_ASM270139v1	Tara_Oceans_North_Atlantic	5306035	65.5	90.34
GCA_002701445.1_ASM270144v1	Tara_Oceans_North_Atlantic	3698377	55	89.86
GCA_002701455.1_ASM270145v1	Tara_Oceans_North_Atlantic	2860664	42.5	91.93
GCA_002701525.1_ASM270152v1	Tara_Oceans_North_Atlantic	1450177	30.8	96.57
GCA_002701545.1_ASM270154v1	Tara_Oceans_North_Atlantic	7804056	56.1	88.87
GCA_002701785.1_ASM270178v1	Tara_Oceans_North_Atlantic	1823205	32.8	96.02
GCA_002701805.1_ASM270180v1	Tara_Oceans_North_Atlantic	1342867	31.3	95.47
GCA_002701825.1_ASM270182v1	Tara_Oceans_North_Atlantic	2332376	31.2	95.54
GCA_002701845.1_ASM270184v1	Tara_Oceans_North_Atlantic	4895318	57.4	90.72
GCA_002701925.1_ASM270192v1	Tara_Oceans_North_Atlantic	1056808	32.5	96.15
GCA_002702065.1_ASM270206v1	Tara_Oceans_North_Atlantic	6768311	57.1	91.61
GCA_002702085.1_ASM270208v1	Tara_Oceans_North_Atlantic	2500049	50.7	93.77
GCA_002702145.1_ASM270214v1	Tara_Oceans_North_Atlantic	3539946	64.4	89.59
GCA_002702365.1_ASM270236v1	Tara_Oceans_North_Atlantic	3468250	41	94.63
GCA_002702575.1_ASM270257v1	Tara_Oceans_North_Atlantic	3172060	57.8	93.46
GCA_002702655.1_ASM270265v1	Tara_Oceans_North_Atlantic	7415867	64.4	85.05
GCA_002702705.1_ASM270270v1	Tara_Oceans_North_Atlantic	5885093	41.4	90.09
GCA_002702725.1_ASM270272v1	Tara_Oceans_North_Atlantic	3562751	57.7	90.33
GCA_002702745.1_ASM270274v1	Tara_Oceans_North_Atlantic	1327887	30.4	96.16
GCA_002702785.1_ASM270278v1	Tara_Oceans_North_Atlantic	2732301	69.6	92.93
GCA_002702835.1_ASM270283v1	Tara_Oceans_North_Atlantic	3558106	66.8	91.4
GCA_002702875.1_ASM270287v1	Tara_Oceans_North_Atlantic	1705009	28.6	96.25
GCA_002702895.1_ASM270289v1	Tara_Oceans_North_Atlantic	1865845	28.4	95.85
GCA_002703625.1_ASM270362v1	Tara_Oceans_North_Atlantic	8196304	71.3	92.37
GCA_002703665.1_ASM270366v1	Tara_Oceans_North_Atlantic	3443367	64.9	90.73
GCA_002704875.1_ASM270487v1	Tara_Oceans_North_Atlantic	1625503	31.5	96.51
GCA_002704915.1_ASM270491v1	Tara_Oceans_North_Atlantic	4497611	59.1	90.28
GCA_002704965.1_ASM270496v1	Tara_Oceans_North_Atlantic	1748467	32.9	95.77
GCA_002705045.2_ASM270504v2	Tara_Oceans_North_Atlantic	2235388	38	91.05
GCA_002705055.1_ASM270505v1	Tara_Oceans_North_Atlantic	3853292	66.9	94.58
GCA_002705085.1_ASM270508v1	Tara_Oceans_North_Atlantic	1975315	57.7	94.63
GCA_002705125.1_ASM270512v1	Tara_Oceans_North_Atlantic	2975687	38.8	94.17
GCA_002705145.1_ASM270514v1	Tara_Oceans_North_Atlantic	3305258	43.9	89.78
GCA_002705305.1_ASM270530v1	Tara_Oceans_North_Atlantic	2540084	55	94.31
GCA_002705605.1_ASM270560v1	Tara_Oceans_North_Atlantic	1642075	28.3	96.42
GCA_002705625.1_ASM270562v1	Tara_Oceans_North_Atlantic	1120682	29.9	96.41
GCA_002710865.1_ASM271086v1	Tara_Oceans_North_Atlantic	4884171	63.8	90.38
GCA_002710945.1_ASM271094v1	Tara_Oceans_North_Atlantic	4372514	40.7	91.23
GCA_002711075.1_ASM271107v1	Tara_Oceans_North_Atlantic	1986386	33	92.7
GCA_002711105.1_ASM271110v1	Tara_Oceans_North_Atlantic	3709474	55.4	91.66
GCA_002711125.1_ASM271112v1	Tara_Oceans_North_Atlantic	1691798	29.1	96.11
GCA_002711135.1_ASM271113v1	Tara_Oceans_North_Atlantic	2450038	30.2	94.97
GCA_002711185.1_ASM271118v1	Tara_Oceans_North_Atlantic	1822488	29.9	95.58
GCA_002711205.1_ASM271120v1	Tara_Oceans_North_Atlantic	2818849	45.2	91.87
GCA_002591625.1_ASM259162v1	Tara_Oceans_South_Pacific	2556368	44.6	89.41
GCA_002708715.1_ASM270871v1	Tara_Oceans_South_Pacific	2468286	31.7	95.22
GCA_002708795.1_ASM270879v1	Tara_Oceans_South_Pacific	3284009	65.9	91.47
GCA_002708825.1_ASM270882v1	Tara_Oceans_South_Pacific	4696839	64.1	90.5
GCA_002708845.1_ASM270884v1	Tara_Oceans_South_Pacific	4353457	40.5	91.26
GCA_002708885.1_ASM270888v1	Tara_Oceans_South_Pacific	3400303	43.6	94.1
GCA_002708905.1_ASM270890v1	Tara_Oceans_South_Pacific	5418417	52.7	91.52
GCA_002708935.1_ASM270893v1	Tara_Oceans_South_Pacific	2408629	53	94.34
GCA_002708965.1_ASM270896v1	Tara_Oceans_South_Pacific	3619350	56.8	90.72
GCA_002708985.1_ASM270898v1	Tara_Oceans_South_Pacific	1982125	41.7	95.53
GCA_002708995.1_ASM270899v1	Tara_Oceans_South_Pacific	2602685	63.2	89.02
GCA_002709045.1_ASM270904v1	Tara_Oceans_South_Pacific	4535358	46.5	92.12
GCA_002709065.1_ASM270906v1	Tara_Oceans_South_Pacific	6637452	67.9	89.71
